GeoFips,GeoName,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
27340,"Jacksonville, NC (Metropolitan Statistical Area)",96362,112734,115272,116382,118455,113156,113515,116100,118881,124216,128297,133240,138143,141166,142695,149174,150098,151342,146370,147789,146760,147258,148658,147955,150773,149628,150678,151068,153397,150481,158837,157205,161185,163256,169059,173064,186940,185175,191007,192798,192411,193823
27500,"Janesville-Beloit, WI (Metropolitan Statistical Area)",135984,137680,137402,137859,138065,139809,139269,138336,137893,137549,137523,137713,137555,135641,136588,138161,139859,141219,142904,144372,145982,148179,149937,150145,150827,151541,152464,153174,153628,154268,155685,156761,158538,159912,160647,160411,160276,159976,160251,160602,161261,161417
27620,"Jefferson City, MO (Metropolitan Statistical Area)",99942,102037,103718,105067,108217,109714,113330,114422,115211,116456,117342,117000,118360,119231,119646,120250,121107,123100,124802,126662,128490,131148,133601,135707,137268,138736,140285,140991,142190,143171,142637,144450,145654,146455,147792,148880,149996,150430,150428,150725,150782,151000
27740,"Johnson City, TN (Metropolitan Statistical Area)",143257,145524,149645,149374,150780,153562,155925,158024,158424,158995,159742,159422,159326,159337,159181,159430,160942,163079,164834,167100,169319,171654,174296,176853,178581,180145,181944,182187,183973,186040,187317,189182,191943,193819,196242,197698,199085,199934,201130,201415,201252,201857
27780,"Johnstown, PA (Metropolitan Statistical Area)",188475,188819,190087,190302,188155,186373,182986,181509,178601,176996,175730,172797,170400,168535,166006,163970,162938,162473,162247,161770,160766,159892,158588,157396,155677,153911,152107,150902,149831,148836,147886,146975,146093,145283,144646,144186,143574,143171,142604,140335,139503,138427
27860,"Jonesboro, AR (Metropolitan Statistical Area)",85734,86332,88200,89644,90272,90835,90274,90094,89303,89065,89417,89745,89832,91051,91939,92714,93999,94210,95994,97939,98872,100831,102652,104130,105607,106563,108136,108774,109191,110177,111370,112570,114629,116163,117915,120114,121238,122748,124099,125553,126442,127992
27900,"Joplin, MO (Metropolitan Statistical Area)",120962,121126,121777,123716,124905,126753,127845,128894,129226,129634,130678,131504,132165,133284,133670,134404,135219,136705,138865,141558,144212,146755,149456,151852,154066,155822,157665,158567,160092,162037,163997,166160,168701,171224,172744,174394,175867,174037,174751,175622,176489,177452
27980,"Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)",53661,56669,60173,62763,65950,69537,71624,74043,77103,80060,82969,85147,87389,90532,93767,96819,101709,105599,108585,111944,114754,117895,120689,122772,124648,126160,129078,132428,134583,137596,140625,143448,145776,148117,151424,153393,155041,156681,158340,160153,161887,162447
28020,"Kalamazoo-Portage, MI (Metropolitan Statistical Area)",202616,203707,205925,207490,209043,210292,212606,213055,213434,212440,212995,214247,216220,218687,221394,222646,223951,225015,227238,229489,230556,232184,233923,235090,236312,237581,239008,240080,241937,243834,242505,243259,244178,245431,246862,249023,250654,252131,254498,256069,257316,257654
28100,"Kankakee, IL (Metropolitan Statistical Area)",99787,99990,100458,101619,103025,104238,102886,102544,101218,99560,98513,97039,95926,95692,95481,95611,96560,97598,99215,100766,101736,101923,102296,102951,103222,103675,103842,104490,104932,105794,106744,107917,109735,111499,112658,113107,113387,113365,112694,112329,111352,111089
28140,"Kansas City, MO-KS (Metropolitan Statistical Area)",1450974,1443816,1452126,1455117,1468792,1475676,1484234,1489775,1494551,1502652,1518797,1536347,1554473,1576591,1593958,1602744,1618905,1636516,1653327,1673964,1693952,1710587,1733398,1756537,1776976,1796711,1817929,1837551,1858778,1875142,1892097,1909428,1931764,1954688,1973888,1994834,2013908,2028300,2043597,2061129,2078737,2097773
28420,"Kennewick-Richland, WA (Metropolitan Statistical Area)",98666,105045,112838,119629,129214,137929,145515,149418,153079,149371,147429,146400,146551,147547,146750,146117,151331,155993,161680,168075,174957,180501,181605,183909,186290,189025,192696,196420,202688,209043,213854,219086,224149,229255,237348,245600,255562,263591,268265,271056,274511,279386
28660,"Killeen-Temple, TX (Metropolitan Statistical Area)",221833,221119,229880,232517,236961,232714,227951,232715,239048,242252,244697,252645,253385,259706,262373,266463,269515,265657,270722,286593,307884,313222,318613,321821,325335,325473,332989,336409,341231,342865,349745,357533,365460,380804,392237,395375,408489,413454,425485,426759,430099,437152
28700,"Kingsport-Bristol, TN-VA (Metropolitan Statistical Area) *",257350,260702,264479,267499,271688,275007,278763,279993,280418,279113,278485,277884,276878,277217,275824,275656,276205,278847,282292,285142,286625,289762,292153,294250,296333,297863,298534,298648,299267,300370,300668,302519,304535,306805,308069,309293,309475,309081,308594,307782,307154,306220
28740,"Kingston, NY (Metropolitan Statistical Area)",154057,156022,157793,157559,158617,159606,158111,157625,157770,158414,159557,159880,159760,161865,162889,164359,166049,168869,170872,172594,172252,172362,173205,174148,175085,176526,177810,178440,180128,180942,181847,182438,182845,182818,183174,182638,182526,182980,182487,182058,182173,181830
28940,"Knoxville, TN (Metropolitan Statistical Area)",544906,555290,567394,577558,585187,595675,606956,613462,619485,621248,619469,619633,616527,619620,625415,630777,636386,647671,660168,671010,683318,695685,705564,712532,717379,723054,729194,735744,742420,750863,758622,768798,782685,794171,804719,811349,816113,821279,826042,830506,834896,840236
29020,"Kokomo, IN (Metropolitan Statistical Area)",87215,86906,86700,87123,87248,87305,86774,86098,85004,84532,84671,84459,83768,82308,80994,80751,80976,81924,82537,83271,83584,83905,84656,84669,84361,84772,84940,84909,84563,84538,84291,84382,83943,83743,83472,82701,82775,82919,83059,83057,83020,82855
29100,"La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)",101810,104618,103720,106314,109509,111346,109696,110473,111000,111122,112222,112937,113108,114178,114981,115693,116769,117700,119207,120597,121856,122910,123920,124521,125371,126041,127021,127624,128261,128780,128992,129549,130147,131190,131920,133072,133967,134439,135907,136528,137279,137795
29180,"Lafayette, LA (Metropolitan Statistical Area)",317134,322597,330873,337770,344306,351776,361450,371133,385710,393737,392956,395505,397056,389109,383841,383800,383397,388299,392531,397922,402385,406658,411228,416562,421081,424114,425158,426750,430358,432900,436018,439936,450740,454315,459111,463998,467346,469617,471829,476323,480285,483798
29200,"Lafayette-West Lafayette, IN (Metropolitan Statistical Area)",153879,153713,155735,157441,159298,160741,160894,161650,162646,162734,162068,162555,162531,163087,164744,167174,167246,169771,172094,175012,176930,179451,181510,182700,184114,185692,187356,189259,190379,192210,193605,196649,200685,203703,206556,209308,210481,212213,214580,216457,217825,219051
29340,"Lake Charles, LA (Metropolitan Statistical Area)",159343,160391,162731,165539,167630,171913,177456,180724,183865,184681,184287,183031,181297,180214,178955,177773,177524,179439,180736,182093,184181,186607,189335,191076,192470,193408,193491,193171,193321,194552,195444,196263,193069,194598,196362,198010,200196,201866,203535,205746,207970,211129
29420,"Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)",36572,39388,42458,43312,46017,51783,56423,58607,62539,64005,67364,70769,75366,77314,82381,87040,95491,102263,108644,115706,122906,130274,136436,140922,145155,150351,156215,160312,166155,172633,180521,188773,196168,199760,200078,199696,200260,202500,202781,202308,202345,203247
29460,"Lakeland-Winter Haven, FL (Metropolitan Statistical Area)",274042,284417,289562,296048,301183,312723,324038,332973,339930,346080,354414,363802,372057,380106,389160,398231,407756,415136,423171,429224,438480,447182,454512,463519,471450,478047,485515,492917,501469,513058,527685,547373,568324,585982,594801,598683,602820,608513,612827,618786,629269,642067
29540,"Lancaster, PA (Metropolitan Statistical Area)",340170,344814,347407,351084,354667,359329,363420,366979,370992,376234,380892,385245,392339,401773,410152,417585,424947,431229,435886,441056,446254,451817,455783,460085,464272,467879,471955,475483,480118,485119,489977,494722,500922,506639,511957,516577,520480,524782,528372,532174,536132,539334
29620,"Lansing-East Lansing, MI (Metropolitan Statistical Area)",465472,467615,469498,473839,480378,485040,491349,492122,485223,481941,482037,484662,491775,496579,499754,500232,503291,507226,509714,512279,513997,514962,518831,519679,519274,518786,520449,524067,527582,530834,534758,535500,536188,536230,535161,533857,534726,535779,535526,535954,537214,537777
29700,"Laredo, TX (Metropolitan Statistical Area)",77327,83006,88481,91535,93776,96844,100481,105077,111106,115419,116566,118164,122011,124528,126575,129943,134430,140082,147026,154536,161107,167466,171583,177140,182994,189014,194576,200347,206001,211786,217858,223703,229307,234594,240287,245908,251126,254692,258314,261101,263059,264372
29740,"Las Cruces, NM (Metropolitan Statistical Area)",78888,81979,85259,88302,92193,93741,97012,99623,103448,107627,112474,116321,120474,125032,130016,132957,136593,141228,146995,153049,157530,161014,165618,169081,172057,173889,175098,176496,178464,182045,184939,189199,193701,197853,200855,205401,210066,212973,214179,213887,213413,213373
29820,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)",336930,351339,369529,389965,412913,441358,469185,492747,513708,530195,544893,561081,580775,611763,647410,691467,756170,816085,857357,902338,972624,1035847,1099894,1177230,1251258,1321254,1393909,1460500,1522962,1584166,1662773,1729522,1803774,1867817,1912349,1939407,1951737,1957626,1981384,2005757,2037960,2077790
29940,"Lawrence, KS (Metropolitan Statistical Area)",62844,60580,61498,62932,65685,66710,68045,69569,69948,69947,70618,72151,74538,76148,78779,80092,82229,83683,85379,87926,89683,91408,93381,95706,97566,99490,100247,101269,102552,103570,104826,105681,107187,107892,109010,110039,111122,112084,112602,113674,115075,116431
30020,"Lawton, OK (Metropolitan Statistical Area)",110808,112591,121157,122462,124413,122200,120234,121777,126418,129084,128046,127261,125897,125301,123289,119044,118112,117896,127413,125485,125323,123412,123357,122497,122076,122542,121695,119955,119889,117484,122341,121475,122980,125814,124166,126131,131569,132297,132587,130805,130742,129671
30140,"Lebanon, PA (Metropolitan Statistical Area)",105311,124289,108206,108055,109308,110096,108839,109645,110574,110199,110250,110382,110764,111646,112643,113009,114109,115248,116066,116764,117415,117809,118391,118753,119590,119944,120309,120954,121698,123154,124644,126197,128302,130182,131574,132959,133705,134722,135880,136307,137201,138317
30300,"Lewiston, ID-WA (Metropolitan Statistical Area)",46658,46744,47617,47898,48543,49026,50082,50169,49856,49673,50264,50257,49891,50063,49995,50964,51526,52487,53629,54750,55987,56718,57332,57874,58116,58042,57944,57446,57601,58183,58581,58979,59646,59908,60203,60464,61062,61524,61620,62238,62439,62618
30340,"Lewiston-Auburn, ME (Metropolitan Statistical Area)",95870,95535,97130,98181,98837,99656,99531,99522,98860,99262,100018,100114,100204,101378,103559,105276,105412,104973,104335,104464,104112,103769,102966,102518,103120,103403,103852,104260,105063,106140,106867,107352,107932,107739,108284,107830,107773,107767,108075,108072,108463,108485
30460,"Lexington-Fayette, KY (Metropolitan Statistical Area)",296218,297670,303393,308473,311728,316817,318175,319884,322286,324231,325133,330485,335169,339008,343186,344891,350161,355861,363195,369839,375478,380096,386117,391065,397775,404393,409924,414520,418448,424953,430229,436898,445685,452138,460112,467328,473358,478659,484729,490155,494144,500235
30620,"Lima, OH (Metropolitan Statistical Area)",110637,110806,109853,110465,109828,111247,112188,111726,109826,108936,109642,109601,109755,110123,110518,110270,109841,109916,110242,110262,110138,109841,109573,109150,108599,108192,108589,108523,108518,107418,106826,106861,106716,106717,106773,106518,106345,105995,105277,105108,104935,104201
30700,"Lincoln, NE (Metropolitan Statistical Area)",199608,198905,199025,200719,203010,204382,209378,211713,212839,214209,216231,217648,218934,220410,223119,226420,230144,233419,237827,242779,245933,250498,253904,257404,261021,263880,268042,271237,274972,279194,281768,285469,288940,292502,296258,299633,303041,306993,311004,315086,320926,324704
30780,"Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)",450208,454800,463036,470916,479418,485427,495743,498489,501306,505195,510658,516324,522119,527622,528733,532436,536444,542913,552311,561887,568889,576345,584861,591707,597826,605291,612313,618126,624166,631032,639558,648784,661719,671441,681888,691903,702382,711086,718398,724220,729485,732417
30860,"Logan, UT-ID (Metropolitan Statistical Area)",55792,57480,58974,60841,62424,64124,66734,69244,71482,73620,74772,75261,75651,76454,77643,78881,79719,82362,85299,88175,91202,94198,96807,98774,100916,101532,103211,104294,107180,108819,110813,112580,113321,115901,119394,123048,126246,128000,129431,130906,132234,134451
30980,"Longview, TX (Metropolitan Statistical Area)",189013,194459,198315,203922,209570,216996,223273,228764,239639,243631,243602,242312,241187,239119,238036,236919,237693,239922,241456,243576,245290,248452,251124,253216,254823,256162,256153,257630,259812,261565,263814,265873,269236,271474,274165,278306,280474,282336,282887,282364,282920,283400
31020,"Longview, WA (Metropolitan Statistical Area)",72006,74445,74340,74659,75532,78118,79601,79657,79006,78908,79138,78627,77632,78428,79531,80982,82478,84207,85316,86506,87791,89284,90325,91367,92301,92820,92984,93608,94325,94516,95541,96536,99162,100744,101688,102126,102349,102267,101586,101378,101654,102835
31080,"Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)",8754864,8842499,8984368,9063784,9204893,9292983,9454611,9613602,9813347,10009841,10165047,10354836,10622535,10835330,11000781,11177630,11297143,11400816,11552438,11632798,11663207,11692693,11771038,11915815,12086776,12253223,12392704,12511491,12614158,12696521,12734974,12726428,12670216,12631988,12692740,12774577,12839428,12931008,13023028,13111248,13184705,13256931
31140,"Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)",980860,983510,988211,989554,996252,1000248,997538,996787,998540,997786,996037,994276,993281,993543,992777,993963,998334,1008144,1018303,1028593,1038000,1047610,1055733,1064309,1072659,1083137,1092810,1100423,1108339,1119435,1129452,1139934,1154352,1169680,1183814,1194945,1205068,1213944,1223959,1237673,1246579,1255214
31180,"Lubbock, TX (Metropolitan Statistical Area)",213786,216123,218179,221434,224976,227137,229562,230672,232493,235862,237294,235499,235917,235440,236385,237184,237193,239584,241180,245109,249516,252199,253555,254178,253502,254507,256651,260015,262680,266338,268466,270478,274419,277466,280321,286236,292175,294923,297022,300038,304548,308090
31340,"Lynchburg, VA (Metropolitan Statistical Area) *",178257,184275,185470,186723,191211,193855,194636,196102,197158,197122,198260,199074,200383,201487,203166,204803,206913,208971,212888,214890,217728,219612,221872,224156,225675,227337,228855,229499,230356,232634,234574,238515,243213,246827,249299,251441,252910,253902,255203,256066,256953,258199
31420,"Macon-Bibb County, GA (Metropolitan Statistical Area)",189318,191852,192268,195693,197518,198531,198810,199746,200885,202440,203490,204300,204377,205043,206097,206803,207190,209358,210716,213497,215416,216979,218702,220860,221736,222038,222407,222869,224661,225987,227394,228125,229655,230452,231314,232065,232293,233198,233614,232479,232076,231805
31460,"Madera, CA (Metropolitan Statistical Area)",46071,47917,49699,52777,55741,60169,63961,67214,69240,71504,72996,75118,76960,79003,81762,84797,89125,94973,99536,104039,107396,109300,113143,116442,119143,121883,123587,125581,128369,132738,137106,140313,143622,146067,148359,149234,150978,151545,151269,150933,152878,152856
31540,"Madison, WI (Metropolitan Statistical Area)",392653,391644,396665,401437,406224,409524,417638,420874,422726,425420,429829,434452,439308,444766,451906,456408,464185,474124,483693,494411,502367,509694,516235,523795,527073,531380,537485,544773,552305,559138,566363,573036,580296,587711,594452,601715,606899,614521,622190,630440,638114,646126
31700,"Manchester-Nashua, NH (Metropolitan Statistical Area)",243605,248215,255826,262922,268671,275208,278189,283833,287334,290819,298089,307490,316260,324218,329319,335057,336768,337066,341078,344944,349190,353651,358624,364261,370595,376407,382162,387414,389665,391461,394428,396381,398169,398843,399556,400148,401162,403323,405328,406704,409149,411330
31740,"Manhattan, KS (Metropolitan Statistical Area)",106397,107019,108713,106696,108173,107926,108729,110942,111825,114155,112745,112388,111943,112334,113069,113013,113901,111164,118624,116586,118263,117544,111286,109343,109287,109123,109384,109195,108884,109379,110560,111294,114356,115675,120604,122738,128627,131291,138799,137807,137647,139468
31860,"Mankato, MN (Metropolitan Statistical Area)",77488,77328,77818,78073,77906,78471,79381,79753,79958,79795,79784,80198,80288,80379,81366,81555,82283,82758,82954,83283,83717,84545,84912,84897,84771,85105,85892,87105,88107,89336,90152,91111,92879,93963,95121,96111,96871,97447,98213,98038,99098,99726
31900,"Mansfield, OH (Metropolitan Statistical Area)",130356,130887,131160,130524,130866,130178,131116,130465,129141,128066,128485,128181,127418,127345,127167,126590,126160,127040,127475,127792,128281,128217,128894,128868,128540,129233,128853,128187,128363,128312,128094,127724,127292,126995,126128,125308,124254,123639,123523,123605,123685,123763
32580,"McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)",223800,238746,249003,258732,266103,275488,286540,298559,313256,326453,334571,341145,350514,358307,365499,377106,387200,403571,424312,447508,468906,487593,503411,519903,537929,555875,573216,590067,610520,632475,653779,674982,695352,715264,736694,757468,779032,794996,807357,817205,827938,837320
32780,"Medford, OR (Metropolitan Statistical Area)",110926,114924,117683,122329,126435,129918,132929,134546,133847,133130,134830,136444,137397,139626,140860,143549,147392,150956,154975,159054,163527,167378,170715,173523,176645,179264,181775,183835,186704,189838,192185,194701,196858,199152,201162,202301,203390,204966,206244,207758,209941,212327
32820,"Memphis, TN-MS-AR (Metropolitan Statistical Area)",952945,956022,961749,967472,975489,988272,997527,994005,997175,1001648,1005067,1015899,1025882,1038870,1053270,1063001,1070570,1083757,1096360,1109384,1124952,1140221,1153559,1164412,1178903,1194756,1208223,1216621,1227121,1239341,1250802,1263658,1283389,1293670,1302060,1309030,1317291,1322717,1329469,1329277,1329687,1330099
32900,"Merced, CA (Metropolitan Statistical Area)",117949,121456,126358,126591,128435,131775,135625,139632,142766,147657,151357,155939,158988,162956,167749,172988,179953,186091,189489,193137,197798,195291,194819,198312,202264,206734,212258,218816,225351,231735,237180,242554,245338,248540,250538,252302,256762,259518,261264,262597,265177,267299
33100,"Miami-Fort Lauderdale-Pompano Beach, FL (Metropolitan Statistical Area)",2745960,2837578,2884080,2937632,3002966,3121950,3254936,3386317,3449745,3506541,3560292,3632834,3709283,3797118,3891758,3984047,4078578,4176731,4262995,4340175,4445162,4547191,4652414,4750249,4836853,4932004,5025895,5110780,5197205,5261713,5336368,5411148,5429748,5422987,5454633,5504624,5582496,5663565,5737057,5809981,5876841,5947797
33140,"Michigan City-La Porte, IN (Metropolitan Statistical Area)",107180,107353,107604,108496,108807,109142,108657,108515,108140,107230,106976,106680,105696,105806,105941,106502,107257,108151,108928,109461,109620,109571,109783,109774,109954,110028,110121,110077,109555,109027,108914,109541,109641,110846,111267,111465,111523,111650,111902,112292,112877,112237
33220,"Midland, MI (Metropolitan Statistical Area)",67168,68626,69324,70888,71900,73158,73882,74936,74784,75198,75835,72492,72598,73054,74065,74767,76002,76733,77853,78614,79352,79841,80897,81648,82081,82599,82913,83576,83664,84012,84058,83930,83693,83600,83605,83639,83661,83831,83754,83699,83556,83733
33260,"Midland, TX (Metropolitan Statistical Area)",73313,75637,77943,79216,80934,83546,88700,93964,103959,112195,111919,113997,117265,112287,111439,111494,111624,113427,115325,116456,117728,118493,119192,121691,123197,122440,120280,120877,122371,123717,125144,126963,130287,133448,137060,140948,141639,144327,150822,155389,159178,164130
33340,"Milwaukee-Waukesha, WI (Metropolitan Statistical Area)",1409473,1395236,1399726,1394089,1389196,1395212,1396659,1391672,1391628,1387307,1384897,1389361,1391362,1398088,1409602,1421621,1435303,1449760,1462728,1470728,1476272,1481347,1486045,1487435,1490926,1496255,1502420,1507257,1514251,1519746,1522302,1522391,1523907,1530492,1538232,1549613,1556625,1561000,1566683,1570896,1573940,1575104
33460,"Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)",2129481,2138738,2152425,2163785,2184787,2209422,2248444,2276602,2301875,2316538,2339846,2375997,2413349,2454248,2508985,2547922,2591808,2631964,2674248,2719621,2761929,2804246,2846496,2888020,2931378,2979405,3029064,3071250,3100852,3128159,3156700,3183920,3219203,3254350,3285969,3315368,3340873,3377834,3413964,3452486,3491595,3522901
33540,"Missoula, MT (Metropolitan Statistical Area)",67007,67056,69539,70970,72226,74088,76115,76352,75242,75571,76875,77774,77949,77680,77564,77995,79080,81098,83549,86243,88037,90413,91947,93151,93847,94791,96178,97435,98968,99976,100934,102298,104372,106110,107747,108717,109397,109896,110423,110996,111616,112647
33660,"Mobile, AL (Metropolitan Statistical Area)",345954,352125,361515,369811,377196,378554,383184,388013,392350,394338,393399,395907,398671,400766,398466,395636,395869,399795,404986,410901,412895,413101,413798,415746,416387,417326,418174,418062,416444,415992,415760,416632,420621,423206,426692,429487,430985,430630,431307,431303,431655,432080
33700,"Modesto, CA (Metropolitan Statistical Area)",222484,229518,236293,246995,247280,260933,267852,275137,280737,288504,293879,301285,311154,323380,336063,353017,375312,386163,394725,401805,406274,410337,415159,421264,428754,438609,449471,463761,477469,487357,492613,500020,504651,507834,509032,511536,515193,517797,520847,524056,528795,534178
33740,"Monroe, LA (Metropolitan Statistical Area)",177323,181584,186247,188434,189835,192248,195651,197060,197281,198748,200122,201003,202671,200999,198491,196494,194858,195796,198145,199292,199684,200687,201013,201532,201490,201049,200994,200177,200671,201530,201860,201596,203181,202405,202736,203814,204869,205855,206902,207989,208895,209803
33780,"Monroe, MI (Metropolitan Statistical Area)",124906,126297,127148,129995,132450,134285,134732,134729,132334,130888,130851,130386,131150,131852,132040,132700,133892,134664,135277,135623,136783,138631,140123,141725,143009,144525,146364,147605,148561,149747,151117,152374,153460,153424,152806,152296,152039,152026,151761,151526,151662,151589
33860,"Montgomery, AL (Metropolitan Statistical Area)",263893,265984,270156,272860,276789,281831,286531,288378,289284,289744,292394,294421,297919,301371,302729,305003,306042,311129,316981,322707,327654,331647,335014,338906,342120,344540,347080,348725,350984,352411,355009,358659,365989,369390,370249,371860,375431,377209,377864,378424,379109,380358
34060,"Morgantown, WV (Metropolitan Statistical Area)",98296,97808,99573,101553,103131,104338,105829,107115,107348,107934,108233,106785,106152,105816,105441,104993,104696,106229,107468,108582,109494,110247,110553,110781,110918,110888,111338,112764,114343,116466,118062,119937,121894,123507,125267,127498,130314,132730,134910,136074,137542,138703
34100,"Morristown, TN (Metropolitan Statistical Area)",88058,88539,90679,93534,95428,96337,97668,98812,100501,103613,103446,100755,100345,99561,100133,100041,100942,102245,104094,106466,108399,111344,114358,117228,119479,121840,123449,124536,124851,126539,127816,129574,131883,134085,135495,136131,136923,137447,137557,137640,137903,138745
34580,"Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)",54151,53431,56468,57722,59516,61443,64491,65779,66812,68094,68795,69139,70353,71206,73477,76054,80457,83761,86445,89530,91829,94053,95743,97539,99909,101701,103420,104534,105563,107369,109030,110683,112621,114066,115808,116557,116920,117479,117538,118013,119648,121161
34620,"Muncie, IN (Metropolitan Statistical Area)",131273,130324,130508,130160,129712,128611,128394,127338,125887,124068,123569,122044,120770,121082,120662,119962,119774,119973,120352,120935,120514,120707,120582,120539,119495,118772,118776,120281,119949,119935,118938,118170,117326,117229,117007,117490,117628,117695,116663,116304,115794,114914
34740,"Muskegon, MI (Metropolitan Statistical Area)",156315,156266,157395,157496,157258,158067,157850,158550,156114,154496,154844,155654,155812,156345,157643,158365,159384,160885,162135,163082,163678,164457,165763,167077,168147,169331,170396,171055,171563,172269,172771,173608,173710,173738,173846,172755,171970,170289,170612,172927,173110,173504
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)",118307,121997,127490,128032,132125,134546,138543,143488,147977,155270,163585,171336,177546,183363,187091,190746,196448,202583,208302,208415,215675,224765,235041,245090,254627,263200,271736,277987,284862,292309,302421,317745,336132,351472,363866,371417,377945,383594,389544,398162,408600,421689
34900,"Napa, CA (Metropolitan Statistical Area)",90759,93627,94964,96521,96437,98789,99331,99662,101178,101549,101902,103014,104237,105010,106130,108662,111284,112233,114322,114972,116077,116697,117996,119808,121583,123026,124565,126818,128744,130138,130387,130381,131440,132583,134093,135280,136791,137865,138861,140041,141014,141613
34940,"Naples-Marco Island, FL (Metropolitan Statistical Area)",58396,63602,66125,69404,74844,81890,87504,93473,99902,104265,110105,115584,121311,127921,135413,144790,154568,163988,172077,181288,191132,199639,209205,220923,233371,245094,254015,264240,275490,285321,296021,307452,312621,314437,316641,318485,322255,326042,329357,334760,341555,348897
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)",846500,865829,877324,895688,915701,934008,951182,959546,965628,974554,989602,1004758,1025161,1049634,1064279,1077625,1091656,1113436,1138170,1167842,1200308,1231557,1262391,1292550,1317819,1340742,1364950,1386403,1404664,1426723,1454773,1487370,1529238,1567875,1602302,1629646,1651630,1678600,1711079,1745958,1782857,1822874
35100,"New Bern, NC (Metropolitan Statistical Area)",86605,88837,91051,91010,91529,90650,91445,92365,94122,95328,97256,99860,100306,99999,101292,101757,102918,104258,105655,105871,106443,108147,109848,111484,112591,114091,115156,116388,115664,115776,116520,117787,119915,120873,122491,125202,127398,128022,128206,126873,126389,124890
35300,"New Haven-Milford, CT (Metropolitan Statistical Area)",759277,759648,758263,757917,757121,760219,762066,763373,764877,770970,776264,783092,789528,796486,801339,804000,805366,807490,808659,808977,809178,809157,811000,813505,817313,820396,824911,829875,835099,841939,844505,847162,850207,853598,856622,860025,863694,865458,867409,866896,868202,866734
35380,"New Orleans-Metairie, LA (Metropolitan Statistical Area)",1202899,1217164,1239970,1255289,1270252,1285635,1308411,1322669,1340939,1351273,1350467,1349897,1347337,1327369,1310318,1296918,1285014,1294966,1307069,1315265,1323418,1330188,1331131,1333525,1335520,1338370,1339280,1344528,1354638,1365146,1377699,1386429,1040195,1096365,1135831,1167842,1195359,1214121,1227049,1239715,1248997,1260322
35620,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)",16857193,16778386,16712756,16584115,16468444,16400125,16377893,16403191,16439430,16564621,16658685,16730929,16810158,16858269,16896865,16880387,16888902,16979004,17114713,17273224,17407324,17544499,17681708,17835528,18007924,18192429,18356204,18476764,18554586,18598803,18597871,18568830,18538752,18572325,18672355,18800157,18946836,19171388,19365133,19539317,19691851,19830288
35660,"Niles, MI (Metropolitan Statistical Area)",172002,173395,174881,174870,173427,173635,171288,170961,166840,164326,163308,162945,162415,162973,163001,162143,161415,161622,161982,162266,162353,163022,162873,162407,162046,162028,162471,161153,160604,160314,159742,158510,157537,157378,157380,157059,156768,157047,156915,156559,156538,155706
35840,"North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)",282181,288894,296666,306701,322092,338608,354724,370172,384723,399556,413582,426636,438539,450241,462830,476235,493311,505103,511201,520892,532241,541758,551004,561309,573004,581892,592809,605988,620540,634862,653934,674757,685132,691735,695944,697973,703038,708168,717345,727470,741432,759948
35980,"Norwich-New London, CT (Metropolitan Statistical Area)",238362,241627,241968,241265,242732,240812,239228,241985,243051,246802,248990,248201,248765,250549,252893,253805,255474,255761,252306,253886,255618,257828,258741,258662,256626,257568,259848,261396,264698,266584,268595,269664,270814,270669,272634,273630,274104,273513,274945,274204,273038,271593
36100,"Ocala, FL (Metropolitan Statistical Area)",97426,99728,105252,109765,112629,117793,124218,130907,137381,145069,151521,159464,167170,174370,180277,187560,197095,203775,209388,214818,223523,230611,236637,243264,250086,254964,260221,264553,271716,280091,291164,303558,316310,325634,330052,330880,331428,332757,334726,336328,339657,344255
36140,"Ocean City, NJ (Metropolitan Statistical Area)",71929,74014,76838,78248,79862,81725,82754,84550,85104,85665,87092,88647,90130,92038,92961,94830,95368,97006,98121,98504,99561,100405,100861,101380,101883,102135,102314,102023,101694,101710,100482,99269,98695,97686,97550,97238,97314,96984,97098,96732,96513,96236
36220,"Odessa, TX (Metropolitan Statistical Area)",96667,99614,102392,104702,108189,111422,117052,123418,135501,138041,134006,133225,133588,125180,122067,119722,118652,119955,121027,121018,121258,121017,121519,121749,123544,122450,120694,120802,122199,122739,124163,125378,127476,130459,133064,136930,137016,139407,144053,149003,153705,158774
