GeoFips,GeoName,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015
18700,"Corvallis, OR (Metropolitan Statistical Area)",61230,61618,62299,65569,66955,68171,68471,69369,69461,68245,67474,67275,66940,67590,67876,69879,71059,71507,72618,73997,75481,76517,77776,78560,78943,78254,78236,78491,80203,80322,80149,80943,81957,83718,84150,85390,85619,86494,87095,86784,88034,89368
18880,"Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)",116509,123878,124190,127380,128807,131677,132104,135394,139276,144536,149428,154718,159450,164034,167059,169832,172290,177811,183299,188744,193649,197484,201172,204814,206708,208918,211955,214955,220192,223227,230024,233437,235216,235032,235315,235687,235907,238654,246864,251744,255707,260683
19060,"Cumberland, MD-WV (Metropolitan Statistical Area)",109091,108304,108148,107873,107138,107955,107868,108027,107298,106147,104497,103396,102668,102270,102187,102086,101634,102101,102312,102359,102508,102704,102424,102457,102718,102458,101858,101596,101462,101457,101658,101172,101304,101981,102462,103181,103126,102399,101419,100666,99805,98920
19100,"Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)",2608035,2654603,2723580,2775384,2841618,2924299,3035483,3118847,3231253,3340555,3456129,3596198,3731895,3814627,3858983,3917872,4009530,4109324,4194301,4284857,4388097,4496174,4622564,4765255,4912807,5054705,5187122,5326971,5432371,5523937,5613420,5722444,5886950,6025041,6152770,6282484,6391451,6507200,6638289,6744646,6877353,7026835
19140,"Dalton, GA (Metropolitan Statistical Area)",79491,79193,79835,81872,83444,84874,85754,86771,87177,87649,89307,90663,92171,94353,96302,97831,98957,100385,101814,103540,106177,108771,111071,113661,115417,118000,120959,124015,126208,128476,131307,133885,136581,138792,140415,140897,142245,142133,141985,141499,141769,142446
19180,"Danville, IL (Metropolitan Statistical Area)",97719,97623,98166,97842,97772,96928,95130,94596,92998,92758,92141,91584,91551,90909,89831,88740,88155,87986,87944,87738,87922,86570,85298,85274,84996,84276,83821,83646,83299,82996,82955,82728,82715,82258,81930,81710,81617,81302,80657,80285,79393,78696
19300,"Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)",66072,67861,70244,72399,74550,76594,78931,80287,82331,83978,86752,89401,91311,93214,94649,96198,98955,102420,106595,111416,116565,120896,125412,130164,134444,137555,141342,144875,147957,151509,156266,162183,168121,172404,175827,179406,183200,186981,190941,196067,200759,204925
19340,"Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)",390568,396120,398850,400292,402294,403603,404420,405162,402024,396986,392904,386807,380036,374353,370464,368854,368316,370975,373565,374198,374425,374979,374708,375006,375549,376678,375763,374561,373740,372975,372740,372876,373762,375121,376467,378108,379921,381514,383897,385950,386816,386743
19430,"Dayton-Kettering, OH (Metropolitan Statistical Area)",798827,797720,794070,788517,788528,791260,792002,790829,786167,783366,785813,788847,791049,796181,802640,802358,804335,809809,814480,816922,814885,815608,814188,811250,811168,808010,805938,804479,804286,804926,805930,804766,803498,801852,800209,798895,799815,801527,802802,803112,803249,802897
19460,"Decatur, AL (Metropolitan Statistical Area)",112864,114103,115667,117115,119287,120822,120435,120351,121091,121928,123522,125076,126532,128146,129017,130162,132118,134218,135959,138014,138947,140404,141587,142959,144192,145207,146095,146552,146464,147386,147324,148399,149519,150690,151890,153269,154048,154545,154760,154372,154475,154349
19500,"Decatur, IL (Metropolitan Statistical Area)",127752,129218,129701,131366,132404,132364,131205,130295,128485,126932,126033,124970,122775,120527,119024,117723,117271,117984,118297,117933,117490,117289,116573,115706,115453,115142,114499,113604,112564,111572,111181,111083,110808,110751,110588,110732,110803,110788,110321,109823,108855,107755
19660,"Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)",217106,225008,230241,237833,246836,260852,272648,284026,294958,305348,315969,327855,340285,354554,369706,384379,403674,415595,425733,435486,445335,453432,460565,470889,478995,486692,495514,505047,516153,529021,546232,563305,579087,589451,590912,589388,590342,591098,593476,598074,605730,617539
19740,"Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area) *",1262795,1285565,1316528,1343631,1390221,1432057,1460960,1497985,1541261,1578689,1600224,1623121,1637259,1644586,1638280,1639407,1658024,1702298,1760945,1819298,1862948,1910680,1959552,2012227,2061091,2118555,2170977,2218759,2266781,2284876,2304818,2332749,2374194,2418686,2463971,2509417,2554106,2600806,2646393,2694842,2746356,2803288
19780,"Des Moines-West Des Moines, IA (Metropolitan Statistical Area)",419776,422837,425568,424930,426848,427184,429024,429608,428333,428866,429899,430709,431642,434565,439587,445514,452891,459159,466939,474241,480013,486778,493009,498350,505070,513020,520495,527138,533828,541109,548902,559060,570026,580757,590747,599480,608998,618648,627432,638819,650974,661212
19820,"Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)",4422090,4394458,4361574,4351973,4356619,4356811,4339778,4275732,4223098,4185050,4182763,4195986,4219771,4241494,4234083,4237904,4250986,4285663,4319806,4344712,4365423,4399746,4433102,4440400,4441717,4447649,4455503,4461855,4456433,4453371,4445887,4431048,4409697,4377116,4339504,4311728,4293284,4301641,4319028,4331922,4345692,4352394
20020,"Dothan, AL (Metropolitan Statistical Area)",105391,108046,109777,110966,112772,113631,114505,115576,116060,115974,116501,117318,117628,118980,119302,119455,120826,122507,123636,124976,125036,125872,127060,128062,128927,129970,131024,131413,131967,133586,135057,136643,139070,141157,142958,144396,145895,146758,147699,147804,148281,148542
20100,"Dover, DE (Metropolitan Statistical Area)",91026,92521,94465,96264,98251,99166,98280,98317,99225,100953,101261,102818,104713,106263,106965,109052,111638,114288,115682,117987,119039,120715,121447,122419,124056,125611,127229,129228,131824,134605,139342,144585,149704,153969,157925,160081,162940,164997,167072,168711,171031,172605
20220,"Dubuque, IA (Metropolitan Statistical Area)",93779,94655,95687,94270,93716,93425,93701,93307,91992,90296,89616,89096,87771,87125,87351,86644,86462,86988,87672,88261,88654,88938,89097,88996,88775,88934,89201,88932,89132,90012,90462,90769,91258,92130,92519,92948,93972,94854,95544,96515,97237,97794
20260,"Duluth, MN-WI (Metropolitan Statistical Area)",301462,303795,308153,308252,307442,309061,309366,307609,304672,298685,292640,287347,282661,279965,278026,278668,280185,281710,283508,284052,284517,282567,283317,284541,284526,285719,286858,288091,287980,288371,288187,287696,287672,288147,289433,290337,290614,290956,290825,291136,291503,291279
20500,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)",305263,304340,308683,314854,318017,323182,326966,330198,333520,337571,342627,348815,357810,364725,371330,378059,385372,393526,402525,412857,421262,430468,439255,449362,459340,467724,474940,485366,493757,499238,504619,512402,523405,536055,548275,559164,566275,572531,581763,590363,599215,607634
20700,"East Stroudsburg, PA (Metropolitan Statistical Area)",54877,57637,60370,62848,65535,67911,69649,70470,71688,72455,73556,75250,78127,81647,87169,92452,96889,101469,105649,110062,114752,119070,123307,127470,131007,134936,139710,143775,148833,154027,158181,162045,165185,167352,168576,169390,169809,169701,168281,166870,166649,165695
20740,"Eau Claire, WI (Metropolitan Statistical Area)",121193,124012,124496,127012,128912,129293,131405,132986,133738,133527,134188,134120,134252,135233,136125,137187,137771,139325,140614,141985,142998,143950,144842,145834,146470,147378,148656,149655,150846,151816,153419,154809,156167,157654,158700,160271,161709,163165,164387,165547,165972,166668
20940,"El Centro, CA (Metropolitan Statistical Area)",81526,82989,85264,86981,88474,90086,92584,94301,95688,96890,97475,99199,98885,100077,101881,105166,110839,117143,123823,132758,134315,136986,137987,138624,139615,141056,142410,143707,145640,148984,152259,156113,160505,164596,167917,172008,174685,175632,176308,176043,177447,178280
21060,"Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)",104885,110417,118037,118999,116940,118949,123258,121230,120805,121809,122225,122818,123219,123053,124869,124472,125466,121495,120059,126505,128321,129423,128895,130182,131428,132558,134506,135657,136591,136333,138230,140177,140870,141844,142988,143829,149882,151525,151871,152744,152356,148904
21140,"Elkhart-Goshen, IN (Metropolitan Statistical Area)",132510,131484,131402,133567,135493,136687,137292,136836,138179,140286,144701,147287,148990,151167,153917,155813,156517,158141,160454,163510,166498,169869,172582,175274,177885,180645,183412,184708,184543,187149,189316,192242,195047,196304,197762,197514,197472,198387,199160,200474,201774,203430
21300,"Elmira, NY (Metropolitan Statistical Area)",99936,100497,100008,99335,98689,99339,97443,96406,96032,94659,93190,92200,91179,91819,93142,94701,95292,95001,94954,94711,94132,93675,92972,92162,91791,91284,91094,90780,90613,90154,89777,88860,88732,88634,88503,88849,88931,89095,89483,88686,87826,87489
21340,"El Paso, TX (Metropolitan Statistical Area)",414149,430008,443031,452639,463126,474925,486485,500476,514949,523973,532385,541534,552279,562186,571624,583850,598255,611092,622040,636952,649075,657359,659655,668300,674484,678720,685086,692568,699844,708545,720997,731511,748254,759040,773304,790182,807558,825963,840532,841232,846285,846733
21420,"Enid, OK (Metropolitan Statistical Area)",57571,58729,60129,61098,61926,62264,63179,64500,67597,67225,65759,64151,62550,59858,57691,57178,56686,56486,56780,56879,57296,57939,57794,57831,58122,58197,57721,57279,57249,57230,57459,57358,57723,58153,58845,59989,60815,60987,61762,62948,63563,64191
21500,"Erie, PA (Metropolitan Statistical Area)",275306,279275,281390,280019,278420,278792,280043,280529,281320,281683,280928,277584,277123,275759,274732,275474,275911,277973,279548,280796,281649,282127,282582,282609,281764,281294,280803,280647,280379,280153,277864,277211,278389,278573,278686,279838,280864,281521,281914,281621,280592,279599
21660,"Eugene-Springfield, OR (Metropolitan Statistical Area)",236565,240324,245932,251925,260240,267827,275708,277068,272346,268453,267878,267051,266239,268636,273014,278665,284261,288490,292482,297281,301819,306704,311004,316579,319646,321778,323492,324855,327506,330845,332327,335831,339926,344844,348176,350850,351945,354104,355191,355618,358230,362208
21780,"Evansville, IN-KY (Metropolitan Statistical Area)",260547,260965,262498,266046,270348,272865,276466,276701,277792,278314,279451,280221,279786,279347,278923,278930,279384,281270,284179,286723,288681,289950,292136,293894,294517,295610,296480,297027,298383,300628,302310,303844,305549,307468,308614,310170,311769,312540,313133,313912,314315,314320
21820,"Fairbanks, AK (Metropolitan Statistical Area)",48480,51765,55983,55433,55325,54910,54520,56576,59905,65695,68300,71433,73520,73528,75364,77121,78067,80479,82506,82979,83512,81941,82880,82483,83299,83390,83005,84814,86095,86885,89043,90431,90545,93545,94552,95238,98262,98101,100297,100913,99236,99607
22020,"Fargo, ND-MN (Metropolitan Statistical Area)",127527,128935,131761,133484,136239,137013,137979,139144,140221,142387,144178,146132,147258,148578,150478,151829,153752,155533,158182,160472,162919,165081,166691,168747,170893,172892,174970,177033,178891,181539,186448,189303,193412,197121,201346,206223,209505,213501,218133,224134,228801,234149
22140,"Farmington, NM (Metropolitan Statistical Area)",61123,64638,68161,71376,75134,78915,82318,85794,88833,90708,91339,91644,93577,92289,92031,92413,91567,93755,95233,97821,100106,101390,103911,105501,108565,112574,114131,115745,119430,121553,123179,124809,125028,126149,126905,129359,130161,129495,129365,128892,128335,127330
22180,"Fayetteville, NC (Metropolitan Statistical Area)",306006,308733,313826,320009,323646,323079,328174,331428,333647,337949,342731,346823,348596,353741,353863,362468,366814,372145,376549,388588,394281,400896,406521,413831,417599,423568,429071,432206,437190,436610,444293,444221,451761,456550,464464,474524,490322,498360,501175,506974,507688,508274
22220,"Fayetteville-Springdale-Rogers, AR (Metropolitan Statistical Area)",160788,162918,168357,175276,180094,185731,190423,191769,192984,195422,199226,202649,205768,210744,214286,217677,224503,233465,242497,254890,266871,280387,292072,300947,308242,317266,327867,336662,345922,357352,370284,385269,401039,413543,423649,432067,442335,453091,462670,471687,481205,492594
22380,"Flagstaff, AZ (Metropolitan Statistical Area)",64831,69825,66403,68939,70815,73357,75579,77794,79156,81118,83640,84431,87575,90380,93355,95194,97106,99647,102498,105570,108680,110954,112686,114444,114874,115307,116773,118283,121308,122882,125117,127025,128695,130442,131853,133477,134680,134590,136717,137531,138656,140326
22420,"Flint, MI (Metropolitan Statistical Area)",450155,446850,444880,446546,449607,451082,449131,442878,437115,432600,430254,431268,433037,433335,430096,428946,430938,431184,430944,430702,430742,432261,433302,432978,433160,434409,436965,438584,440062,441689,442534,442508,441164,438109,433082,427989,424983,422179,418453,416016,413344,411060
22500,"Florence, SC (Metropolitan Statistical Area)",157632,160899,162337,166445,169123,171805,173231,174072,174401,173824,174898,175430,175210,174806,174734,175658,176706,179519,182044,184186,185744,187778,188929,190674,191680,192641,193290,194240,195590,197053,198010,199167,200913,202246,203805,204825,205556,205247,205034,204533,204537,203913
22520,"Florence-Muscle Shoals, AL (Metropolitan Statistical Area)",124134,126431,127873,130206,131868,134560,135322,136104,135139,134050,133488,133350,132653,131839,131132,130762,131838,133733,135174,136971,137786,138962,140318,141339,142041,142305,143036,142584,142163,142382,143112,143717,144707,145593,146675,146952,147319,147424,147740,147964,148422,148058
22540,"Fond du Lac, WI (Metropolitan Statistical Area)",86561,87138,86830,87670,87720,88172,88924,88556,88361,88289,88552,88942,88909,89038,89787,89748,90296,91265,92049,92876,93717,94509,95529,95998,96512,96985,97390,97856,98097,98470,98929,99297,99920,100520,101122,101370,101608,101969,102067,102191,102495,102590
22660,"Fort Collins, CO (Metropolitan Statistical Area)",119945,120593,123187,131973,137780,145474,150091,153347,157410,161816,165073,169687,174271,177612,180610,183507,187299,193154,200212,208143,216868,222750,228350,233746,240765,246884,253072,260541,265372,268448,271510,275116,280713,286112,291650,296696,300434,305227,310813,316178,323942,333219
22900,"Fort Smith, AR-OK (Metropolitan Statistical Area)",155863,184406,164261,169925,173623,176196,177783,178468,178319,180957,183801,185446,187172,189134,189964,190880,191316,194262,197898,202092,204772,209771,213913,216833,219494,222450,225759,227899,229652,231379,233367,235912,240017,242953,244749,247064,248243,248560,248245,246769,245849,245866
23060,"Fort Wayne, IN (Metropolitan Statistical Area)",314699,314214,313330,314068,318033,320027,320067,317424,315257,312857,312693,316042,320376,325330,327022,328102,329394,332450,335501,338686,341199,344066,347757,351342,355706,359306,363420,365954,368402,371190,372757,375420,378911,382387,384311,386818,389395,392816,395090,397892,400246,402877
23420,"Fresno, CA (Metropolitan Statistical Area)",449886,464183,477162,489016,497564,506332,517679,528891,541500,555873,572091,584070,593621,608831,627658,650755,672302,691569,710263,726859,739835,749534,761409,771391,778615,789405,801288,813021,829762,847193,861035,872470,883862,895933,909630,921478,932185,940133,946381,953473,963149,972726
23460,"Gadsden, AL (Metropolitan Statistical Area)",96579,97936,98984,100171,101731,102937,103112,103143,102524,102707,102307,102291,101664,101314,100728,100327,99809,100365,100950,101310,102213,102342,103063,104129,104367,104002,103286,102976,102988,103025,103080,103174,103528,103893,104206,104239,104468,104495,104521,104249,103880,103601
23540,"Gainesville, FL (Metropolitan Statistical Area)",151894,154323,155080,160544,166359,171015,178181,182554,187659,190981,195442,200365,203408,206776,210108,214001,218597,225313,231403,237132,240362,246551,250845,255618,259624,263802,267698,271119,275080,278563,282648,287912,295176,299499,302494,304366,305521,307878,309848,311192,314827,319868
23580,"Gainesville, GA (Metropolitan Statistical Area)",66786,69063,69626,71185,72534,74275,76074,77629,78832,80278,82024,84174,87054,89092,91583,93865,96215,99525,102186,105903,110029,114464,119147,124219,129182,134781,140993,146148,150229,153561,156385,160979,166524,172446,177277,178503,180008,181983,183559,185613,188031,190834
23900,"Gettysburg, PA (Metropolitan Statistical Area)",63523,63834,64435,65398,66235,67409,68513,69506,70422,70679,70290,71043,72492,73976,75326,76609,78797,80531,81771,83013,84186,85063,86252,87751,89074,90363,91457,92591,93934,95503,97300,98606,99899,100502,101056,101252,101498,101610,101506,101504,101830,102411
24020,"Glens Falls, NY (Metropolitan Statistical Area)",106739,108378,108894,109831,110335,110464,109725,109830,109768,110046,110536,111433,112257,114046,115651,117016,119027,120286,121290,122572,122783,123496,123615,123410,123436,124074,124250,124548,124926,125944,126854,127674,128325,128794,129100,128771,129091,129172,129030,128721,128468,128038
24140,"Goldsboro, NC (Metropolitan Statistical Area)",91807,92498,93352,94674,96788,97135,97314,98066,98603,99391,100393,101193,100205,101296,102269,103938,104896,106545,107614,108374,109459,111578,112898,113366,113429,113176,113648,113934,114305,114595,116484,117009,117534,118942,119910,121217,122727,123226,123087,122459,121805,120912
24220,"Grand Forks, ND-MN (Metropolitan Statistical Area)",100100,98203,100617,101935,101225,101383,101074,101367,101851,103104,103741,103712,103349,103422,104341,104094,103177,103034,104181,104443,105601,105650,105443,103643,99938,97919,97405,96663,96367,96267,98164,97777,98266,97606,98092,97941,98721,98637,99984,102043,102951,103926
24260,"Grand Island, NE (Metropolitan Statistical Area)",59908,61010,61032,62026,62295,63224,63633,64390,64956,64838,64995,64563,63463,63063,62960,62837,63218,63821,64522,65409,66020,66814,67320,67658,68171,68430,68244,68001,68203,68592,68896,68871,69360,69784,70790,72056,72980,73755,74593,75166,75906,76136
24300,"Grand Junction, CO (Metropolitan Statistical Area)",58973,63261,66628,68585,72223,76946,82796,87659,94152,96012,94496,89368,87386,87443,88872,91231,93757,96348,97977,100579,103373,105968,108131,110566,112686,114827,117631,119496,122440,124994,127678,130194,134665,139434,143155,147851,146272,147236,147416,147331,147323,148294
24340,"Grand Rapids-Kentwood, MI (Metropolitan Statistical Area)",649816,654227,660598,669380,678766,691273,703150,710020,712009,714973,725043,736142,746557,759505,775721,788902,802244,821606,833220,845126,858061,872287,886603,900230,912389,926004,938933,949059,957389,964358,970646,975837,982157,986863,989942,991670,994432,1003408,1015208,1027754,1039241,1048602
24420,"Grants Pass, OR (Metropolitan Statistical Area)",45787,48032,50710,52549,55762,57893,58948,59202,58154,57548,59083,60666,60702,61238,61721,61865,62985,64575,65507,67500,69406,71313,72310,73442,74455,75209,75851,76452,77712,78779,79729,80660,81601,81746,82389,82315,82880,82726,82796,83186,83449,84626
24500,"Great Falls, MT (Metropolitan Statistical Area)",85126,84693,84869,86247,86611,84475,80627,80183,79791,80621,80318,79591,78179,77733,77681,78098,77788,78651,79727,81028,82134,82201,82429,80861,80709,80596,80318,80055,79848,79633,80198,80041,79984,80099,80529,80680,81585,82097,82310,83191,83359,83491
24540,"Greeley, CO (Metropolitan Statistical Area) *",108059,108479,110052,112555,114919,120194,123767,124780,125733,129542,130764,131402,131715,131713,131842,132202,132161,134262,137560,142586,147328,152140,156140,161525,166547,174342,182861,192360,202234,208858,215322,222879,230703,237692,243442,248193,254172,258604,263543,269395,276529,285282
24580,"Green Bay, WI (Metropolitan Statistical Area)",212277,215386,217622,218655,220260,220801,224345,226129,227271,228249,230950,232292,234712,236959,239462,241229,244716,249019,253077,257897,262056,266765,270879,274177,276931,280100,283282,285783,288713,291169,294570,296800,298702,301190,302468,304686,306867,309212,311691,313540,316105,318259
24660,"Greensboro-High Point, NC (Metropolitan Statistical Area)",464097,466520,471352,477233,482440,487216,493196,496975,500656,504241,508397,512256,516765,523217,530011,535336,542612,552787,561591,571281,581897,594390,605175,615526,626891,637026,645409,652741,657855,663140,667711,677080,689637,700485,711405,718902,725316,730309,735810,741036,747011,751869
24780,"Greenville, NC (Metropolitan Statistical Area)",75977,78887,80147,80948,81969,82819,90580,92047,93400,94750,96164,97730,99626,102001,104306,106474,109054,111965,114318,116728,119694,122525,124861,127812,130519,132554,134298,136605,139128,141610,144486,147929,152934,157479,162116,165581,168582,169382,170413,170652,170087,170015
24860,"Greenville-Anderson, SC (Metropolitan Statistical Area)",505159,511828,511833,525157,534157,543173,555331,564171,568779,571626,575900,581502,586510,592638,601817,610505,620288,628575,637366,647208,657228,668549,681257,693566,706300,717514,727743,735668,741131,747276,754196,763048,777494,793500,808765,819279,825582,833026,840536,847897,859587,871665
25060,"Gulfport-Biloxi, MS (Metropolitan Statistical Area)",284551,285918,294260,300806,306127,308249,310937,314558,321223,325332,324401,328245,333567,332404,328651,325114,323228,325925,334452,343381,352763,358359,359587,363897,368769,374519,379061,382293,385054,385735,393947,398601,363221,373053,380374,384985,389297,393556,396431,399375,403078,405634
25180,"Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)",158650,161085,163470,165050,166974,169470,170768,171271,171761,173911,175968,177953,179954,182847,185478,189013,193986,198209,202010,204329,206723,209468,211921,214131,217168,220200,223429,226791,231167,237168,243798,250660,257642,262715,265823,267363,269934,272442,274246,276101,278295,280131
25220,"Hammond, LA (Metropolitan Statistical Area)",70000,72031,74202,76299,78065,79771,81026,82194,84663,86562,88037,88876,89239,87971,87019,86429,85754,86485,88124,89885,91726,93775,94851,96515,98246,99643,100716,101657,102511,103782,105335,106987,114102,116792,118621,120009,121394,122344,123022,124622,125831,127239
25260,"Hanford-Corcoran, CA (Metropolitan Statistical Area)",69067,70590,71708,72467,73556,73562,74265,76229,78213,81138,83004,85205,86372,88032,94510,99850,101885,104334,107414,109161,111565,113840,115411,116769,121457,126402,129835,132881,135369,139393,143601,145147,147712,150420,152027,152278,152339,151765,150860,150203,149329,149905
25420,"Harrisburg-Carlisle, PA (Metropolitan Statistical Area)",428390,429067,430488,434923,436716,441734,448717,452040,450941,453087,455244,456461,459787,462555,466243,470638,475860,481975,486480,491859,496159,498803,501990,503624,506506,508176,509451,511391,515553,519152,521882,525775,532268,537268,542301,546874,550358,553586,557416,561554,565650,570255
25500,"Harrisonburg, VA (Metropolitan Statistical Area) *",71687,73459,74179,75123,76581,76866,77093,78483,79086,79575,79725,80416,81428,82868,84927,86545,88857,90921,93087,95333,97631,100011,102652,104218,105512,107311,108414,110317,112152,113151,114542,116602,118858,120825,122361,124144,125411,126808,128461,128974,130433,131145
25540,"Hartford-East Hartford-Middletown, CT (Metropolitan Statistical Area)",1054609,1050706,1047780,1041160,1046844,1048331,1053458,1058562,1060120,1068101,1074268,1081595,1092348,1106430,1121183,1123307,1125047,1127479,1125083,1125634,1125949,1124531,1126396,1128992,1134353,1141318,1150872,1158513,1169000,1179394,1182605,1187929,1193725,1198395,1204436,1209604,1214343,1217487,1217861,1218502,1218741,1217737
25620,"Hattiesburg, MS (Metropolitan Statistical Area)",105464,106832,108675,110785,112108,113837,116240,118481,120340,122962,123842,123994,124783,124828,124783,125825,126171,127154,127993,129550,131356,133991,136289,138032,140118,141723,143768,144434,145651,147031,148587,150295,153722,156803,158899,160782,162931,165157,166647,167923,168418,169393
25860,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)",251418,253359,254783,257538,262291,265722,271068,272705,274966,275660,278940,282830,284074,286235,289487,291125,293489,297026,300989,305812,310993,316556,321905,327516,332861,337955,343247,346952,348299,349472,351224,354159,357492,360791,364003,365639,365466,363941,362671,361925,361130,360956
25940,"Hilton Head Island-Bluffton, SC (Metropolitan Statistical Area)",66303,75090,78071,76668,78535,79724,80532,82926,85527,87375,90263,92077,94192,96218,98423,100147,102754,105964,109469,113587,117989,122214,127083,131994,136035,138422,143027,146574,150392,152234,157787,163343,169619,174382,180019,183971,187575,188069,191149,194476,198078,202563
25980,"Hinesville, GA (Metropolitan Statistical Area)",21188,24937,28894,33625,38038,39364,42989,46444,48561,47647,50034,51268,51890,54228,55780,57578,59247,60158,65072,64792,67809,68468,69766,71477,71035,72095,72181,71939,73399,71252,74609,76395,75199,76089,75379,80848,77325,80198,80257,78561,80764,78734
26140,"Homosassa Springs, FL (Metropolitan Statistical Area)",37239,39855,41261,45432,48361,51586,55719,59678,62938,66850,71051,74724,79104,83112,86021,89607,94645,97569,100210,101978,104429,107581,109954,111972,114344,116634,118649,121197,123491,126215,129840,133791,137826,140974,142122,141381,141210,139943,139503,139304,139450,141075
26300,"Hot Springs, AR (Metropolitan Statistical Area)",63691,64058,65728,67520,68495,70026,70545,70445,70534,71455,72172,72209,72487,73244,72821,73195,73563,74844,76553,78568,80673,82015,83615,85021,86172,87177,88311,89032,89630,90483,91084,92096,94077,94753,95636,95840,96090,96932,97129,97857,98008,98121
26380,"Houma-Thibodaux, LA (Metropolitan Statistical Area)",154770,158910,162751,166289,169656,173998,178317,183763,188371,189850,189525,189669,188665,184936,183916,183230,182852,184458,185561,186083,187077,187973,189283,191339,193664,194569,194531,195360,196692,198156,199363,200467,204379,205401,207056,207769,208232,208651,208767,209826,211162,211874
26420,"Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)",2479921,2587627,2696239,2800536,2915493,3032641,3172859,3309381,3504930,3605388,3622633,3628588,3668133,3626052,3615294,3670089,3775620,3884885,3989770,4075564,4153355,4227574,4314589,4407210,4513913,4622857,4717507,4817815,4937081,5036393,5132602,5233729,5423615,5540882,5676381,5826108,5946920,6054602,6180465,6323626,6493835,6663596
26580,"Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)",345630,349106,356426,362372,366117,371303,374638,374204,372325,373461,370813,367777,363025,360272,357514,356066,355563,358201,360389,363756,365475,366691,367286,367728,367621,367182,366942,365792,365758,367208,367134,367471,368725,369267,369769,370722,371189,371807,372219,372004,371320,370178
26620,"Huntsville, AL (Metropolitan Statistical Area)",231872,232194,234646,236952,238094,239958,243620,245771,249166,253867,258407,264588,270237,276697,283769,289588,294353,302052,311170,320998,325620,325571,327532,330281,336527,339572,343972,348453,354116,359920,365248,372777,382821,391922,402361,412182,419552,426545,432653,439336,445402,450781
26820,"Idaho Falls, ID (Metropolitan Statistical Area)",73174,75210,77106,79685,82839,84150,84969,86247,85951,86820,87700,88130,88724,89885,90313,90651,92109,94772,97397,98961,100332,100789,100809,101505,102425,103450,105055,106082,107768,109937,113168,116208,119981,124203,128353,131621,133880,135290,136752,137702,138970,140971
26900,"Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)",1320524,1318435,1322178,1327653,1337003,1342252,1348738,1350644,1351396,1352538,1360966,1367229,1375291,1388481,1398243,1411888,1431307,1457442,1481005,1505485,1529405,1551504,1573626,1594815,1615438,1639509,1663995,1687209,1708018,1729297,1750639,1772959,1800724,1826515,1850321,1873460,1893178,1913506,1934783,1961091,1980873,1998456
26980,"Iowa City, IA (Metropolitan Statistical Area)",95544,95973,98784,99194,99624,101738,102308,103873,104697,105874,107132,108304,109024,110013,112201,113962,116212,117311,119436,121037,123084,124733,125704,127050,128325,130392,132173,134610,136056,137863,140149,141650,143698,146129,148799,151556,153030,155941,159074,162193,164876,167226
27060,"Ithaca, NY (Metropolitan Statistical Area)",85580,85471,86067,86287,86457,87161,87331,88150,88458,88828,89080,89791,89687,90264,91888,93262,94241,95283,95685,96122,96409,96870,96298,96216,96036,96656,96608,97458,98227,99049,99531,99433,99651,99910,100383,101497,101851,102402,103783,105099,105398,105487
27100,"Jackson, MI (Metropolitan Statistical Area)",146903,147902,148498,150313,151502,151789,151554,151459,150195,147930,145374,144602,145355,147758,148357,148816,150128,151039,151465,152445,152288,153313,154289,155331,155991,157085,158679,159772,160893,162119,162140,163047,163387,163316,160825,160114,160191,160072,160722,160733,160850,161039
27140,"Jackson, MS (Metropolitan Statistical Area)",420198,428072,434534,440858,450296,457391,463566,467583,471062,475352,480048,487729,490055,491476,490609,491697,495183,498888,503746,507981,513948,519525,526742,532588,539345,543159,547903,549383,551767,555999,562401,567496,576809,578863,581567,583837,588315,593598,595954,596870,598060,598827
27180,"Jackson, TN (Metropolitan Statistical Area)",145635,146061,147576,148649,148899,150149,151801,151980,151536,150448,151124,151937,151419,150834,150511,150460,150984,152576,154503,156701,158657,161265,163253,165185,167199,169023,170267,171360,171787,171605,173185,174116,175703,176608,177654,178739,179801,179878,180198,180310,179967,179345
27260,"Jacksonville, FL (Metropolitan Statistical Area)",687746,690714,698553,704888,715770,721782,741394,755420,768427,783354,804178,827746,853211,874757,896417,904284,932169,955572,977699,990520,1004478,1020631,1052363,1077069,1094889,1109951,1126282,1148091,1171363,1193042,1222866,1249072,1282311,1306788,1322728,1334972,1349493,1364861,1382855,1401041,1426514,1457278
