GeoFips,GeoName,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2022
16980,"Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)",6842,7315,8009,8825,9757,10715,11698,12880,13600,14302,15605,16458,17406,18451,20145,21269,22627,22924,24373,25039,26095,27628,29046,30556,32325,33573,35946,36940,37189,37665,38960,40696,43305,45679,46420,43456,44319,46280,48768,49353,51751,54358,55027,72512
17020,"Chico, CA (Metropolitan Statistical Area)",5372,5754,6112,6651,7394,8162,9123,9882,10087,10683,11490,12109,12732,13461,14345,15068,15641,16284,17001,17304,17858,18280,19307,20247,20979,21805,23103,24747,25076,25918,27353,28071,29791,31301,31806,31868,32994,33669,34536,35368,36603,39352,40662,54974
17140,"Cincinnati, OH-KY-IN (Metropolitan Statistical Area)",5617,6058,6660,7359,8153,9036,9973,10919,11530,12262,13429,14293,15063,15808,16977,18295,19556,19918,21150,21837,22825,23882,25236,26735,28560,29458,30893,32116,32741,33558,35128,36250,38004,39018,40264,38633,39883,42417,43888,44271,46017,47906,49237,65253
17300,"Clarksville, TN-KY (Metropolitan Statistical Area)",5381,5706,6457,6722,7340,8050,8476,9496,9876,10197,11132,11602,12277,13063,13843,14519,14227,15336,17210,17799,18283,19225,19696,20029,21051,22084,23887,23867,25517,27395,28855,31316,33601,33418,35721,35357,36671,39425,38389,37742,37408,38138,38445,47421
17420,"Cleveland, TN (Metropolitan Statistical Area)",4275,4542,5048,5342,5966,6587,7382,8282,8823,9683,10579,11210,11918,12837,13672,14912,15531,16151,17551,17895,18842,19457,20560,21501,22809,23162,23310,23312,23724,24934,26248,26886,28267,29522,30895,30002,30894,32530,34013,33998,34594,35614,36020,46240
17460,"Cleveland-Elyria, OH (Metropolitan Statistical Area)",6502,6908,7553,8394,9302,10258,11195,12245,12874,13563,14884,15877,16583,17386,18953,20142,21524,21682,22561,23335,24435,25577,26560,27944,29460,30201,31748,31878,32033,32776,34156,35325,37510,39389,40887,39035,39702,42231,44034,44341,46177,47631,48746,62921
17660,"Coeur d'Alene, ID (Metropolitan Statistical Area)",5073,5464,6140,6704,7482,8093,8800,9463,9612,10785,11411,11875,12379,12881,14067,15463,16316,16879,18301,19053,19686,20101,20749,21204,22526,22911,23979,25254,25618,26456,27831,29355,30979,32283,32709,31631,32294,33784,35391,36519,38185,39997,40880,60474
17780,"College Station-Bryan, TX (Metropolitan Statistical Area)",3861,4449,4983,5486,5992,6520,7362,8735,9096,9594,10357,10617,10557,10909,11709,12803,13485,14057,14629,15083,15475,16052,16731,17919,18654,19329,20400,21655,22006,23368,24036,25142,26543,27573,29990,29515,31040,32106,33652,34581,36314,36341,36145,48514
17820,"Colorado Springs, CO (Metropolitan Statistical Area)",5793,6234,6777,7119,8101,9105,10250,11639,12463,13221,14495,15264,15899,16308,17254,18060,18549,19400,20254,20761,21489,22847,24121,25061,27279,28665,30707,31078,31399,32031,32861,34353,35420,36977,37913,37809,38325,40291,41144,40968,42836,44235,44612,61217
17860,"Columbia, MO (Metropolitan Statistical Area)",4976,5670,6139,6727,7454,8414,8998,9843,10559,11514,12382,13224,13851,14566,15232,16184,17082,18209,19291,20030,21020,21760,22952,24082,24891,25589,26990,27990,28394,29270,31111,31514,32741,33837,36083,37075,36582,37817,39298,40055,40862,42237,42812,54618
17900,"Columbia, SC (Metropolitan Statistical Area)",5198,5651,6131,6547,7215,7968,8734,9660,10296,11142,12228,13124,13943,14765,15860,16982,17808,18311,19054,19623,20595,21625,22839,23826,25460,26248,27708,27945,28585,29276,30270,31475,33281,34478,35562,34424,34746,36050,37167,37691,39254,41217,42039,54597
